	asin	product_name	helpful	rating	title	date	reviewer	reviewer_location	review_text	Class
946	 0590473700	 Її історії (Лауреат премії авторства Коретти Скотт Кінг): Книги: Вірджинія Гамільтон	 1 з 6	 1.0	 Без назви	 4 серпня 2001 р	 	 	 Я читав цю книгу для звіту про книгу, і оскільки я не міг вибрати іншу, не міг припинити її читати. Оскільки мене змусили прочитати цю книгу, тепер я знаю і нещастя цієї жалюгідно нудної історії. Стериотипові персонажі поспішали через історію, повну виправдань. 1 зірка для однієї дуже нудної книги	neg
947	 0446676489	 Таємниця Шамбали: У пошуках одинадцятого прозріння: Книги: Джеймс Редфілд	 4 з 9	 2.0	 Шамбала Шам	 19 серпня 2005 р	 Грейсі	 Техас	" Я придбав цю книгу в Walmart, яка рідко має книги про Шамбалу чи будь-яку іншу східну ідеологію. Це було дешево та на кліренсі. Я мав би знати краще.

Коли я зрозумів, що це частина третя з серії, я вирішив прочитати перші дві книги - «Целестинське пророцтво» та «Десяте прозріння», щоб мати змогу краще оцінити третю. Після запозичення та прочитання перших двох я зрозумів, якою справді є фіктивна ця серія.

По-перше, я розумію, що вони мають бути вигаданими. Однак коли художній твір намагається використати історичну довідку як свою передумову, автор повинен спочатку виконати домашнє завдання та переконатися, що історичні факти є повністю точними.

Крім того, коли узурпуєш таке міфічне ім’я, як Шамбала, слід знати, що передбачає фактична міфологія, замість того, щоб складати власне уявлення про те, що викликається. Шамбала - НЕ те саме, що Шангрі-ла. Шангрі-ла була вигаданою спільнотою в книзі, написаній на початку ХХ століття в західній культурі. Шамбала - це давнє східне міфічне царство, яке жодним чином не схоже на вигадане місце в уяві Редфілда.

Остерігайтеся також письменників, які поєднують релігії та міфології. Як Джозеф Кемпбелл неодноразово говорив у своїх лекціях та книгах, усі вони містять істину, яку бачать різні культури, але їх ніколи не слід змішувати між собою. Це просто не працює"	neg
948	 0764507001	 Видання для Інтернету для чайників (з CD-ROM): Книги: Джон Р. Левін, Керол Баруді, Маргарет Левін Янг	 14 з 21	 1.0	 НЕ ТРАТАЙТЕ СВОЙ ЧАС	 24 квітня 2001 р	 	 	 У мене є кілька книг-манекенів, від того, як створити ПК до CCNA. Мені довелося прочитати цю смішну книгу, коли я працював у дуже відомого постачальника DSL на Східному узбережжі. Ця книга була тривіальною, припускає, що ви абсолютно безглузді і безсоромно підключаєте певні товари та послуги. Так, я погоджуюсь, Hot Bot - це непогана пошукова машина ... але це не єдина з них. Ця книга має технічні нестабільності протягом усього часу, і в основному це справді дуже довга реклама. Легко найгірша книга манекенів у друкованому виданні, і я не придурок, я люблю манекени, Рон Гілстер, але це абсолютно глупо Ви можете чесно отримати більше інформації за допомогою журналу	neg
949	 0961980621	 Порожнє гніздо ... Повне серце: Подорож від дому до коледжу: Книги: Андреа Ван Стінхаус	 19 з 24	 1.0	 ненавидів це	 8 жовтня 2001 р	" Карла Каудель ""Полоеле"""	 Коос-Бей, АБО США	 Хоча більшість читачів, очевидно, любить цю книгу, я повинен сказати, що вона справді здалася мені марною тратою грошей. Наша єдина дочка цього року поїхала до коледжу, але, на щастя, я вчасно навчив її бути незалежною. Якщо ваша дитина не уявляє, як жити в реальному світі, і якщо ви все ще готові зробити все заради них і не змушувати їх брати відповідальність за своє життя, ця книга підходить саме вам. Не у своїй мрії я б не склав для неї списки, що брати, бо вона цілком може це зробити сама! Я дуже сумую за нею, а вона за нами, але це не означає, що чіпляється залежність! Я очікував від цієї книги різних речей, на глибшому психологічному рівні	neg
950	 0192802496	 Шекспір: Дуже короткий вступ (Дуже короткий вступ): Книги: Жермен Грир	 2 із 7	 1.0	 Ця робота не про Шекспіра	 25 січня 2005 р	" Шалом Фрідмен ""Шалом Фрідмен"""	 Єрусалим, Ізраїль	" Я прочитав майже всі твори з серії ""Минулі майстри"". Це набагато гірше. Я зазвичай не пишу про книги, які мені не подобаються. Але ця робота справді заслуговує поганого слова. Йдеться не про Шекспіра, а скоріше про Жермен Грир. Вона просто не виконала доручення, яке їй дали"	neg
951	 0876054300	 Закохана птиця: Керівництво власника до щасливого здорового вихованця: Книги: Памела Лейс Хігдон	 1 з 3	 2.0	 Дуже, дуже елементарно.	 11 грудня 2002 р	" ""syleste"""	 Спокейн, Вашингтон, США	 Назва говорить все. Можна зробити краще з книгою Appleyard	neg
952	 073870508X	 Минуле життя та кармічне таро (спеціальні теми таро): Книги: Едейн Маккой	 3 із 7	 2.0	 Шалений і неоднозначний	 8 вересня 2004 р	" SW Кращий ""Завзятий читач"""	 Бостон, Массачусетс	" Я вивчаю таро майже 5 років і дотримуюсь відкритості, коли кожна нова книга з’являється на ринку. Едейн Маккой, який написав чудовий матеріал Нового часу, робить у цьому відмінні ноти. Спреди, безсумнівно, мають вигадливий характер і, можливо, проникливі для її власного методу інтерпретації таро, але передають заплутані та неоднозначні вказівки читачеві, який намагається зрозуміти розміщення її карт. У кількох своїх розворотах вона повідомляє, що розміщення карти в певній точці розвороту ""може або не може"" означає якийсь кармічний елемент у грі. Вся вправа у створенні розповсюдження полягає у точному визначенні ситуації, яку ви хочете визначити. Отже, коли картка ""може чи не може"" щось означає, таке тлумачення може суттєво змінитись залежно від того, чи можете Ви ""чи ні"" інтерпретувати це так, залишаючи перекладача відкритим для раціоналізації значення картки. Карти Таро є інтуїтивними, не раціональними, і їх значення можна найкраще зрозуміти, коли їх розміщення чітко визначено без двозначності. Важко мати це в обох напрямках, і мені здалося, що робота з цими спредами важка. Уявіть, що ви читаєте кельтський хрест, і перша позиція ""може, а може і не"" є корінням проблеми. Ці розповсюдження дуже чітко говорять про автора, але не так про читача. Я оцінюю це 2 зірками за глибину та розуміння Кари та минулих життів, але пояснення надто неоднозначні. і їх значення можна найкраще зрозуміти, коли їх розміщення чітко визначено без однозначності. Важко мати це в обох напрямках, і мені здалося, що робота з цими спредами важка. Уявіть, що ви читаєте кельтський хрест, і перша позиція ""може, а може і не"" є корінням проблеми. Ці поширення дуже чітко говорять про автора, але не так про читача. Я оцінюю це 2 зірками за глибину та розуміння Кари та минулих життів, але пояснення надто неоднозначні. і їх значення можна найкраще зрозуміти, коли їх розміщення чітко визначено без однозначності. Важко мати це в обох напрямках, і мені здалося, що робота з цими спредами важка. Уявіть, що ви читаєте кельтський хрест, і перша позиція ""може, а може і не"" є корінням проблеми. Ці поширення дуже чітко говорять про автора, але не так про читача. Я оцінюю це 2 зірками за глибину та розуміння карми та минулих життів, але пояснення надто неоднозначні."	neg
953	 0312192428	 Сліпі предмети: Історія (кохання): Книги: Метью Реттенмунд	 0 з 2	 2.0	 Loose Writing Style робить це нудне читання	 16 жовтня 2004 р	" Крайг Майер ""крайгмайер"""	 Сан-Франциско, Каліфорнія, США	 Сліпі предмети мають той самий стиль письма, що й принаймні одна з інших книг Реттенмунда (Культура хлопчиків). Він продовжує сторінки та сторінки, щоб описати те, що можна було сказати двома абзацами. Нагадує мені статті, які ви читали у розділі недільного журналу своєї газети. Якщо вам подобається цей стиль написання, книги Реттенмунда можуть бути для вас. Особисто це звели мене з розуму, і я відклав книгу після перших кількох розділів	neg
954	 0500282315	 Племінне мистецтво Африки: Книги: Жан-Батіст Баккар	 0 з 3	 1.0	 Розвалився на шматки!	 23 липня 2005 р	" Джеймс Лемб ""тінкін"""	 Нью-Йорк, Нью-Йорк, США	 Моя копія в м’якій обкладинці розпалася через десять днів! Тут повно приємних фотографій, але коли окремі сторінки лежать хаотичною купою на підлозі, навряд чи має значення, наскільки гарні фотографії або наскільки розумний текст, чи не так	neg
955	 0613222121	 Сила переконання (Баффі, що вбиває вампірів (Кишенькова тверда обкладинка з номером)): Книги: Елізабет Мессі	 1 з 2	 2.0	 добре розумію шоу, але історія така собі	 21 липня 2005 р	" Таммі Джо Екхарт ""Таммі Джо Екхарт"""	 Блумінгтон, штат Індіана, США	" Зазвичай мені подобається вся річ ""жіночої сили"", але, чесно кажучи, ""це неправильно"" або ""зло"" частина цієї історії дуже стара. В епоху, коли дівчата пробують і потрапляють до команд ""хлопчиків"", ці питання здаються застарілими. Подібним чином нещодавно були змінені правила в штаті Індіана (навіть не трохи ліберальний штат), який говорить, що будь-який конкурс, який отримує державні кошти, не може дискримінувати за ознакою статі чи статі. Я знаю, ця книга 1999 року, але ми живемо в консервативній реакції політично, і це все ще відбувається, відбуваються зміни. Загалом, я відчував, що книга дуже негативно ставиться до гендерних ролей, і нічого не робив, щоб припустити, що вони повинні відрізнятися. Навіть знесилена дівчина, яка створює початкові проблеми зі своєю ""магією"", отримує силу через конкурс та її приготування їжі. Наскільки більше ми можемо забезпечити застосування гендерних ролей? Дійсно, маючи сильну жіночу роль, хіба історія Всесвіту Баффі не може стати кращою за цю? Загалом відчуття стосунків та жаргонізм між головними героями було чудовим, але не особливо видатним"	neg
956	 0761131787	 Г.І. Дієта: легкий, здоровий шлях до постійного схуднення: Книги: Рік Галоп	 26 з 29	 2.0	 Якби я слідував цьому, я відчував би себе обділеним	 9 липня 2006 р	 Рейчел	 Сіетл, Вашингтон, США	" Хоча я вважаю основи книги хорошими, мені не подобається, як до нежирних предметів ставляться як завжди найкращим варіантом. Мені стало набагато краще на дієті на Саут-Біч, де підкреслюються помірні жири, а також натуральні продукти. Жир - це те, що змушує нас відчувати себе задоволеними. Після багатьох років спроб дотримуватися дієти, обмежуючи жир, це стало для мене відкриттям, що я можу схуднути, не відчуваючи голоду та нестачі. Омлет з яєчних білків та нежирного сиру зовсім не ситний і не потрібний. По-друге, багато продуктів харчування негативно змінюються, щоб зробити їх нежирними. Я щойно помітив цього тижня, що Cool Whip lite містить кукурудзяний сироп з високим вмістом фруктози та гідровану рослинну олію як два основних інгредієнти. Це не може бути кращим для вас, ніж власне крем. Я також віддаю перевагу книзі ""Француженка не товстіє"", що підкреслює насолоду від їжі, вживаючи менші порції хорошої натуральної їжі в сезон. Задоволення від гарної їжі змушує вас перестати думати про дієту і почати думати про спосіб життя. Я відчуваю, що дієта ГІ занадто спрощена і написана, щоб звернутися до аудиторії, яка ніколи раніше не думала про правильне харчування. Я думаю, що ця книга стосується механіки здорового харчування, коли причина переїдання набагато складніша. Це, безумовно, може допомогти звести людей на правильний шлях, але я думаю, що є кращі книги. Я думаю, що ця книга стосується механіки здорового харчування, коли причина переїдання набагато складніша. Це, безумовно, може допомогти звести людей на правильний шлях, але я думаю, що є кращі книги. Я думаю, що ця книга стосується механіки здорового харчування, коли причина переїдання набагато складніша. Це, безумовно, може допомогти звести людей на правильний шлях, але я думаю, що є кращі книги."	neg
957	 0747220271	 Зустрінемось на платформі 8: Книги: Керол Метьюз	 0 з 1	 1.0	 Не витрачайте ні час, ні гроші .......	 4 квітня 2005 р	 C. Коул	 Х'юстон, Техас	" Мені сподобався перший прочитаний роман Керол Метьюз ""На краще чи гірше"", і я взяв його в аеропорту, сподіваючись ще раз розважити. Це розважало мене під час три з половиною години польоту, але лише тому, що я не мав нічого іншого робити. Я тип людини, який повинен закінчити книгу, коли вони починають, але мені було дуже важко навіть взяти цю ще раз після виходу з літака.

Я абсолютно не погоджуюся з передумовою цілої справи і вважаю це абсолютно безглуздим. У книзі не було викупних якостей, а кілька частин у книзі навіть варто згадати. Для мене Метьюз очікує, що ти пошкодуєш жінку, котра одружений коханий вирішив, що йому потрібно бути зі своєю дружиною та дітьми, а не залишати їх для неї. Я думаю, що це жахлива / нереальна довідка.

Якщо ви хочете прочитати щось хороше, замість цього візьміть роман Джейн Грін."	neg
958	 0609804898	 Хтивий веган: Більше 200 гріховно смачних рецептів страв без м’яса, без яєць та без молока: Книги: Майра Корнфельд, Джордж Майнот, Шейла Хаманака	 25 з 29	 2.0	 Тільки якщо у вас багато часу ...	 29 січня 2005 р	" Cinq Rejer ""веганський кухар"""	 Ескондідо, Каліфорнія, США	" Я придбав цю книгу кілька місяців тому. За цей час я випробував кілька рецептів - суп з французької сочевиці дуже хороший. Запіканка з чилі та кукурудзяного печива була неапетитною. Чилі було так собі, а кукурудзяне печиво було занадто важким на мій смак. Рецепт грибної, французької сочевиці та каштанового рагу каже, що ""дивіться глосарій"" щодо каштанів, але в глосарії немає нічого про каштани. Лише коли я прочитав черговий рецепт (суп із димчастих каштанів та солодкої картоплі), обговорили каштани. Середземноморський салат добре звучить на папері, але був неяскравим. Занадто багато червоної цибулі (яку мої гості переважно вибирали). Хоча низка рецептів є відносно простими, існує кілька з дуже довгими списками інгредієнтів, для приготування яких потрібно занадто багато часу та занадто багато посуду. Як людина, яка працює повний робочий день, рецепт з 20 інгредієнтів приносить дуже мало привабливості, як би добре це не звучало. У мене були проблеми з пошуком деяких інгредієнтів. Наприклад, автор вказує кілька різних видів кабачків, які мені не вдалося знайти в жодному з місцевих продуктових магазинів чи на фермерських ринках. Книга представлена ​​в меню, яке не вказано у змісті. Якщо ви шукаєте конкретний рецепт, вам доведеться витратити деякий час на індекс, намагаючись знайти його, що не зручно. У автора, безумовно, є кілька хороших ідей, але ця книга, можливо, буде сидіти на моїй книжковій полиці більше, ніж на моїй стільниці автор вказує кілька різних видів кабачків, які мені не вдалося знайти в жодному з місцевих продуктових магазинів чи на фермерських ринках. Книга представлена ​​в меню, яке не вказано у змісті. Якщо ви шукаєте конкретний рецепт, вам доведеться витратити деякий час на індекс, намагаючись знайти його, що не зручно. У автора, безумовно, є кілька хороших ідей, але ця книга, можливо, буде сидіти на моїй книжковій полиці більше, ніж на моїй стільниці автор вказує кілька різних видів кабачків, які мені не вдалося знайти в жодному з місцевих продуктових магазинів чи на фермерських ринках. Книга представлена ​​в меню, яке не вказано у змісті. Якщо ви шукаєте конкретний рецепт, вам доведеться витратити деякий час на індекс, намагаючись знайти його, що не зручно. У автора, безумовно, є кілька хороших ідей, але ця книга, можливо, буде сидіти на моїй книжковій полиці більше, ніж на моїй стільниці"	neg
959	 0007114230	 Довідник про їжу та настрій: нарешті знайти полегшення від депресії, тривоги, ПМС, тяги та перепадів настрою: Книги: Аманда Гірі	 5 з 10	 2.0	 Занадто багато та quot; альтернативи та quot; інформація	 5 травня 2004 р	 	 	 Деякі речі тут були справді грізними. Це не довідник для та quot; Їжі та настрою та quot; книга Елізабет Сомер, саме такою я думав, коли купив її. Це повністю окрема програма. Цей для мене занадто тупий і незахідний. Дуже мало твердих даних, щоб підкріпити те, що вони говорять, просто фруктово-квіткові	neg
960	 0595362346	 Польова загроза: Книги: Марк А. Редер	 16 з 19	 1.0	 Марк Редер - Проведіть дослідження !!!	 13 квітня 2006 р	" Стівен С. ""eslgr8"""	 Альгамбра (Лос-Анджелес	" Я насолоджувався багатьма романами Марка (Чи знаєш ти, що я тебе кохаю - це мій улюблений з групи), весь час визнаючи його суворі обмеження як письменника. 

Кожен персонаж кожного роману Редера говорить одним голосом - і всі, і хоча його діалог, як правило, відповідає віку для підлітків, його оповідальні уривки незмінно звучать так, ніби їх написав хтось на десятки років старший. Часті повторення та надмірність; персонажі ніколи нічого не говорять, якщо можуть сказати це два-три-чотири рази (хоча він, безумовно, покращився після свого посереднього першого роману «Стародавні упередження», який мав прикро відмінність від гламурного самогубства підлітків). Його герої завжди (і я маю на увазі завжди) спаровуються на все життя, що є прекрасним романтичним ідеалом, але в кінцевому підсумку може стати втомливим (геї-підлітки нічим не відрізняються від прямолінійних у тому, що їм потрібно трохи зіграти на полі до прихильності до життя).

Все сказане, у найкращому випадку (DYKWIK, «Краще життя, зберігач таємниць») Марк Редер пише переконливу і часто неможливо знищити історію. 

Але в Outfield Menace погане, безумовно, переважає над добрим. Містер Редер проводив БУДЬ-яке дослідження часового періоду ??? П’ятдесяті роки, безумовно, є гарною обстановкою для роману-гей-підлітка (хоча б як навчальний досвід для сучасних підлітків, які не усвідомлюють, наскільки неможливо було бути геєм у той час), але якщо ви хочете створити роман у п’ятдесятих, не майте ведучого чоловічого персонажа з хвостиком. Ніхто, але ніхто не носив хвоста поні в п’ятдесятих роках (і, звичайно, не в маленькому містечку на середньому заході). Не мають персонажів використовувати анахронізми на кшталт ""п'ятнадцять хвилин слави"". І головне, не мають персонажів поводитись і думати в анахронічних вадах.

Марк Редер ілюструє небезпеку самостійного видання. Він, мабуть, створив собі ім'я (і трохи грошей, я здогадуюсь), і я повинен зізнатися, я купив його романи (ненажера для виходу історій, якими я є), але жоден законний будинок не публікував би його романи, принаймні не обійшлося без серйозного редагування та переписування, без чого обходиться автор, що видається самостійно (особливо той, хто має, мабуть, завищений образ).

Останні рік-два відбувся ренесанс якісної фантастики для підлітків-геїв. Основні видавці видали такі чудові романи для дорослих, як Totally Joe, M or F ?, The Hookup Artist, Rainbow Road, Boy Girl Boy. Прочитайте їх, аби лише побачити, як ці справді видатні (і опубліковані законними будинками) романи можуть навчити Марка Редера чомусь другому.

Якщо вам доведеться прочитати Редера, тоді дотримуйтесь його кращих романів і уникайте цього серйозного промаху. Пам’ятка Редеру: якщо ви хочете написати про час, про який ви не знаєте, проведіть своє дослідження"	neg
961	 0879058307	 Спати в мішку (Діяльність для дітей): Книги: Лінда Уайт, Френ Лі	 60 з 62	 1.0	 Заголовок не відповідає тематиці	 10 липня 1999 р	 	 	" Ось де замовлення книги через Інтернет трохи розчаровує, оскільки Ви не можете переглянути книгу перед її придбанням. та quot; Діяльність для кемпінгу для дітей та quot; дуже легко висвітлює ""діяльність"". та quot; Це добре справляється з викладанням предметів, які слід взяти з собою в перший похід, але не відповідає пропозиціям активного відпочинку на відкритому повітрі для дітей. Запропоновані заходи є дещо спрощеними. Наприклад, та quot; розкладаючи палиці один від одного і роблячи вигляд, що це річка, а потім нехай діти перестрибують через неї, грають у гольф з палицями та використовують соснові шишки як кулі. та Quot; Я сподівався на подальші заходи. Якщо ви вперше кемпінгуєте з цими книгами, гаразд, але якщо ви певний час кемпінгували, а ваші діти трохи старші, книга не вистачає, то шукайте щось інше"	neg
962	 0761113118	 Керівництво рейтингу любителів пива: перероблене видання: Книги: Боб Кляйн	 2 з 4	 2.0	 Не найкраща доступна книга	 4 листопада 2005 р	 Брайан Весткотт	 Калгарі, АБ, Канада	" Трохи застаріле, тут досить багато пива не готують. Відгуки про пиво - це завжди особиста думка, і ви прочитаєте купу людей, які скаржаться на ці відгуки, що цей хлопець не знає, про що він говорить. Я б ігнорував те, що вони говорять, кожен має свої переваги.
Подумайте про це, перш ніж купувати цю книгу:
1) Чому вам потрібно чути, що ще хтось пив?
2) його дуже застарілий ... 5 років - це багато часу"	neg
963	 0060790598	 Таємниці Пітсбурга: Роман (PS): Книги: Майкл Чабон	 1 з 3	 2.0	 Спочатку спробуйте	 7 грудня 2006 р	 MR G. Rodgers	 Лондон, Об'єднане Королівство	" Арт - молода людина, яка тільки закінчила коледж, і має цікавий набір друзів: Артур, привабливий гей; загадковий Флокс, з яким працює Артур; і чітко дивний гедоніст Клівленд. Мистецтво не впевнене у своїй сексуальності, розриваючись між Артуром та Флоксом. Клівленд загрожує стабільності кожного, з ким він контактує.

""Таємниці Пітсбурга"" були добре сприйняті, але часом мені здавалося, що це розважальна та дотепна робота, насправді це дуже нерівна робота, в якій герої насправді не переконують. Сюжет непереконливий із першого, а до кінця падає до абсурду. Підводячи підсумок, це виглядає дуже першим зусиллям, можливо, експериментом, але я знайшов незрозумілим, що хтось міг би вважати його зрілою прозою.

Г Роджерс"	neg
964	 0679879269	 Бурштиновий підзорний годинник: Його темні матеріали - Книга III (Його темні матеріали): Книги: Філіп Пулман	 2 з 3	 2.0	 Серія падає з третьою книгою - будьте застережені	 5 квітня 2007 р	 Талія	 НАС.	" Прочитавши трилогію, я залишився здивованим, що трапилось? Я щойно прочитав усі три трилогії ""Його темні матеріали"", і те, що було сильним початком у книгах 1 і 2, цілком зруйновано в цьому клані.
Пулман дозволив своєму прагненню знищувати релігію, щоб повністю знищити захоплюючу історію - одну з найкреативніших історій, з якою я стикався за 20 років читання фентезі. Немає навіть віддаленого шансу на продовження, щоб виправити цю халепу. Якщо ви подивитесь у словнику на «антиклімакс», ви побачите зображення цієї книги. Від першої сторінки до останньої час витрачається на нудних персонажів, тоді як усіх добрих або вбивають, або просто МВС для всієї книги. Спойлери попереду.
А як щодо Ліри та її батьків? Так чи інакше, вона ніколи не знає, що з ними сталося, і після всього, що вона пережила, повинна задовольнятися тим, що повертається до школи, як хороша маленька дівчинка? Вона навіть ніколи не стикається з ними, щоб спробувати зрозуміти їх мотивацію. І Уілл просто повертається з Мері Мелоун до її квартири, щоб вони могли зрозуміти, як уникнути копів. За чашкою чаю, природно. І все для нього.
На додаток до всього, ця книга, здається, навіть не пов’язана з першими двома. Жоден із персонажів не перегукується так, як раніше, і замість того, щоб бути добрими друзями, Вілл і Ліра закохуються і займаються сексом у ніжному віці 11 або 12 років. . . все за останні 30 сторінок. Що сталося з цією історією, заради крипса ?! А що сталося з `спокусою`? Вибирав не залишатися з Уілом, її спосіб не піддатися? Початкова передумова так кульгава. Як попередній рецензент зазначав, що всі вікна, відчинені століттями, не загрожували Всесвіту, чому б не залишити одне відкритим на 60 або 70 років, щоб дати Лірі та Віллу шанс знати одне одного. Недумні міркування за цим так само надумані, як їхня раптова і безпосередня любов одне до одного. Мовляв, у них було більше, ніж статевих залоз,
Пулману не хотілося продумувати, він просто хотів, щоб кінець виривав кишки. На додаток до цього, він хотів знущатись над читачем, глузуючи над нами `` реальністю '', коли ми знаємо, що ніщо, що вони робили в трилогії, не має жодної надії чи значення. Усі зусилля Вілла та Ліри марні, щось на зразок - вгадайте що? релігія для решти нас, дебілів.

Після того, як читач перегляне нескінченні сторінки про інопланетян-слонів-мулеф або що завгодно, зрештою персонажі, про яких хоче знати читач, зникають ледве прихитом. Йорек Бірнісон, Лі Скоресбі - замість цього ми отримуємо сторінку за сторінкою про Мері Мелоун, незадоволену колишню черницю. Пулман, окрім штанів, у своєму прагненні дати палець кожному з нас, хто вірить у Нього чи що завгодно!
Це НЕ дитяча література, це ненависний маніфест, який більше підходить для дорослих, які хоча б мають якийсь спосіб зберегти якусь точку зору протягом цього недбалого безладу. Зовсім нечесно продавати це як дитячу книгу або навіть як грамотний витвір. Ця копітка робота перших двох книг відмінена з цією.
 
Ми ніколи не отримуємо звільнення від батьків Ліри.
Ми ніколи не розуміємо, що таке Пил і звідки він береться.
Ми ніколи не бачимо, щоб Уілл возз’єднався з матір’ю.
Ми отримуємо кульгаву битву, коли `` Бог '' гине, і ніхто навіть не знає, чому і як.
Ліра і Уілл закохаються, але їм доведеться `` пожертвувати '' ними, щоб усі вікна в інші світи могли бути назавжди зачинені, за ними лише мізерні міркування.
Спільна робота мулефи та Мері Мелоун ні до чого, всі просто йдуть додому. Імовірно, Вілл іде додому, хоча ми ніколи цього не бачимо. Весь той туга за його матір’ю тощо. . .нічого.
Найбільших ворогів вбивають занадто легко - а як щодо Армагедону? Що сталося з фортецею та всіма повсталими ангелами і. . .Ви отримуєте ідею. Все це просто начебто невдало.
Мері забула стати Змієм, інакше я пропустив це на одній з незліченних сторінок мулефи.

Інший читач зазначив:
""Філіп Пулман міг би написати шедевр із цією серією. Натомість ця історія падає під вагою власних програм і знущань автора. Яка втрата часу. Я не можу повірити, що ця книга насправді отримувала нагороди. Про неї більше не думали -провокуючи і почав бути безглуздим і безглуздим "".

Було б краще, якби Ліра щойно прокинулася одного ранку, і все це було мрією. Натомість, навчившись читати алетіометр, це якось дозволить їй побудувати Царство Небесне протягом життя. Абсурд.
Це було одне з найбільш невтішних і неприємних читань у моєму житті."	neg
